year,month,state,precip,max,min,avg,max-min,3_month_precip,3_month_max,accumlat_precip,std,crop_year,yield,last_yield,last_2_yield,last_3_yield
2017,10,AC,7.151533,31.804852,22.182947,26.9938995,9.621905000000002,,,7.151533,-1.6801127951118466,2018,3000.0,,,
2017,10,AL,0.6499115,27.667755,19.264008,23.4658815,8.403747,,,0.6499115,-1.976008651255378,2018,3000.0,,,
2017,10,AM,4.262881,32.83904,23.752598,28.295819,9.086441999999998,,,4.262881,-1.8513739510102487,2018,2500.0,,,
2017,10,AP,0.0,33.404392,22.760607,28.0824995,10.643785,,,0.0,-1.4330647791131148,2018,2789.4736842105262,,,
2017,10,BA,0.010839564,30.738987,20.720364,25.7296755,10.018623000000002,,,0.010839564,-1.7098077668636416,2018,2942.9590017825312,,,
2017,10,CE,0.0,34.179768,21.721657,27.9507125,12.458111000000002,,,0.0,-0.5949201288903131,2018,,,,
2017,10,DF,0.049049728,28.372671,18.3477,23.3601855,10.024971,,,0.049049728,-1.1644544387458269,2018,3100.0,,,
2017,10,GO,5.4017143,28.666847,20.226265,24.446556,8.440582,,,5.4017143,-1.0470878817946472,2018,3055.5889423076924,,,
2017,10,MA,0.013569504,36.0817,24.734375,30.4080375,11.347324999999998,,,0.013569504,-1.0362266012481758,2018,2847.5177304964536,,,
2017,10,MG,7.6294274,26.497286,18.772959,22.6351225,7.724326999999999,,,7.6294274,-0.9010508338306318,2018,3127.3333333333335,,,
2017,10,MS,11.529804,28.693672,18.287632,23.490651999999997,10.40604,,,11.529804,-0.8152067879406749,2018,3008.4876543209875,,,
2017,10,MT,1.2156817,34.61589,21.92317,28.26953,12.69272,,,1.2156817,-1.4764303620455177,2018,3067.094331685771,,,
2017,10,PA,0.33804995,33.51435,24.06723,28.79079,9.447120000000002,,,0.33804995,-1.563713396719889,2018,2985.1301115241636,,,
2017,10,PI,0.0,36.424816,24.2951,30.359958,12.129715999999998,,,0.0,-0.8682196979769695,2018,2526.8361581920904,,,
2017,10,PR,19.880419,23.45294,16.459435,19.9561875,6.9935050000000025,,,19.880419,-1.1085761585925762,2018,3283.6918551204267,,,
2017,10,RO,0.07939626,33.844585,22.655237,28.249911,11.189348000000004,,,0.07939626,-1.8014448644008656,2018,3156.6666666666665,,,
2017,10,RR,1.2749102,32.999897,23.60317,28.3015335,9.396726999999998,,,1.2749102,-1.6389913763394774,2018,3066.666666666667,,,
2017,10,RS,10.426141,22.608078,14.847576,18.727827,7.760501999999999,,,10.426141,-1.2835299610546789,2018,3082.027812004929,,,
2017,10,SC,36.700768,21.47729,13.500267,17.4887785,7.977023000000001,,,36.700768,-1.5262071686650307,2018,3185.3512705530643,,,
2017,10,SP,11.990692,22.576622,16.717253,19.6469375,5.859369000000001,,,11.990692,-0.920370687367212,2018,3090.425531914894,,,
2017,10,TO,0.07688947,36.813026,26.26786,31.540443,10.545166000000002,,,0.07688947,-1.2441850894434174,2018,2877.2819472616634,,,
2017,11,AC,79.4163626748,35.676876,18.842716,27.41413709677419,14.074086999999995,,,86.5678956748,-2.0089190862466393,2018,3000.0,3000.0,,
2017,11,AL,21.9562590623,30.61811,18.717009,24.583921306451614,10.594219,,,22.6061705623,-1.3197327799705914,2018,3000.0,3000.0,,
2017,11,AM,137.25273742,34.665073,21.998676,27.820301096774195,11.241704999999996,,,141.51561841999998,-1.2218008779949008,2018,2500.0,2500.0,,
2017,11,AP,18.989402578,34.191742,22.53734,28.536074612903224,11.101579999999998,,,18.989402578,-1.1872350769922018,2018,2789.4736842105262,2789.4736842105262,,
2017,11,BA,9.563372732,33.386356,19.489285,26.078531790322582,11.087036,,,9.574212296,-1.8959920235301004,2018,2942.9590017825312,2942.9590017825312,,
2017,11,CE,6.0837789209,35.65079,21.401937,28.67052720967742,13.703746000000002,,,6.0837789209,-0.3710941529015589,2018,,,,
2017,11,DF,24.95172031,37.37568,15.494803,25.53701851612903,18.135041,,,25.000770038,-1.4731611285577222,2018,3126.7605633802814,3100.0,,
2017,11,GO,43.86781514464,38.908733,17.528347,28.416554096774195,16.942940000000004,,,49.26952944464,-1.5832348844938893,2018,3055.5889423076924,3055.5889423076924,,
2017,11,MA,12.7738494206,37.692917,23.108738,30.24727098387097,13.511393000000002,,,12.7874189246,-0.9035709827144012,2018,2845.338983050847,2847.5177304964536,,
2017,11,MG,56.1241188907,34.392483,18.01693,25.487935467741934,15.369559,,,63.753546290699994,-1.4892472410310884,2018,3129.075182967398,3127.3333333333335,,
2017,11,MS,141.3808104095,37.604134,14.098016,26.93674440322581,15.625832,,,152.9106144095,-0.0956242370056021,2018,3008.4876543209875,3008.4876543209875,,
2017,11,MT,99.46593638335,38.576202,19.2754,29.07601272580645,15.66557,,,100.68161808335,-1.0099494051878208,2018,3067.094331685771,3067.094331685771,,
2017,11,PA,73.368577805,34.94771,22.750847,28.71024987096774,11.784347,,,73.706627755,-1.0453292118333677,2018,2985.1301115241636,2985.1301115241636,,
2017,11,PI,12.9542734911,37.784946,23.08322,30.48931991935484,14.378206000000002,,,12.9542734911,-0.8895722466765122,2018,2526.8361581920904,2526.8361581920904,,
2017,11,PR,298.111105617,34.12088,9.212998,21.34680272580645,18.988271,,,317.99152461700004,0.157084575901699,2018,3284.1950861752844,3283.6918551204267,,
2017,11,RO,117.6270791842,36.33833,19.907827,27.826337145161293,13.132040000000003,,,117.7064754442,-0.7023613194165755,2018,3156.6666666666665,3156.6666666666665,,
